set_code,set_name,printed_set_abbrev,page_base,page_url,db_card_print_id,db_number,db_name,db_variant_key,db_set_code_other,db_set_name_other,bulba_number,bulba_name,bulba_lane,bulba_notes,reason
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,76ebb17b-1059-4bd5-9718-dc374a091ed3,4,Alolan Sandshrew,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,4ea9987a-92ed-4746-b653-148a66e21890,8,Mankey,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,65e83019-a0b7-4080-a28f-220b4c3133b7,10,Alolan Meowth,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,3cc382af-a676-4b9a-8307-e233fe465e99,6,Pikachu,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,8065e7a9-947c-43cc-b731-9a051214185e,12,Eevee,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,1dded6ae-dd78-463f-bc55-3ae21cd76ee2,2,Alolan Exeggutor,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,366ea671-131a-49e4-85d0-a525eb7d1781,11,Alolan Dugtrio,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,294b4572-6238-444e-8c16-35a12bf0ea3c,5,Lapras,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,dea7659c-325a-479d-a4b2-2f115e695972,7,Gastly,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2019sm,Macdonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,a3d45193-7e05-47e9-8c45-d19220488a96,9,Onix,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,45115b71-6a46-4f02-b093-816ee03d837b,1,Bulbasaur,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,30663973-d1d8-4595-941a-2021b59d3daf,2,Chikorita,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,4c44bd5a-ec72-4d1b-93d8-7fff12a3d90e,3,Treecko,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,610ac713-bf56-4ca4-8173-6a9bf59b0eb1,4,Turtwig,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,1fb6e8c1-9f60-43ae-a030-1e366d6a6903,9,Charmander,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,2640662e-7a89-4619-8e25-ac6752c9a6ea,13,Tepig,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,b8a0de0c-b160-40f2-b78a-78960daf865e,18,Totodile,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,f5c7a792-927e-4332-adc3-eb47f609161b,22,Froakie,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,9b1ff161-17cd-4a73-90c7-fc05c026ad64,25,Pikachu,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,03fceb21-cb4c-4fc9-a8a8-476589171ec4,5,Snivy,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,98bee65f-227c-4623-a169-3a72f83c4f41,10,Cyndaquil,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,893f49d1-3791-4e2b-9ccc-c0b747adc4fa,15,Litten,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,5b212be3-4e3b-41be-87ce-a89f3d721e5d,16,Scorbunny,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,464b48db-5751-4dc1-8979-26e148110197,17,Squirtle,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,982e5d98-f14a-4bba-8d0e-ba4c084c05b1,6,Chespin,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,00f25e51-267a-432d-b834-b148b1dfe538,11,Torchic,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,116c7f85-183b-4590-8092-6e79c73406e4,24,Sobble,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,3f84cce9-0cf8-493c-9e4f-ceff7ab931dc,7,Rowlet,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,24479cb3-df15-4cdc-9da0-55d30487fefc,8,Grookey,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,2c8caaeb-7d8a-4a75-a923-09b14615a417,12,Chimchar,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,bfd44862-e4e8-4173-b47d-fa72ca5b07b7,14,Fennekin,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,dd24d5d2-3678-4676-b970-57b6ad13dbc7,19,Mudkip,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,e18fc9ee-bafb-443d-bd62-1bf29a37982d,20,Piplup,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,26ed5745-4936-41bf-af16-9334189b60f1,21,Oshawott,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
2021swsh,Macdonald's Collection 2021,MCD,McDonald's Collection 2021,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2021_%28TCG%29,568b0601-5861-44d2-81bc-f5c5a1929db5,23,Popplio,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,6e180172-3fdb-4278-ad21-dfba4c400e3e,3,Charizard,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,554c3973-f5c2-41d4-9b0a-90779ca68ec8,7,Dark Raichu,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,0c7cbb95-d352-4012-a50d-3ff95ef7706a,12,Gyarados,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,a71d1607-d3f4-4d72-b135-af5c5fb5f2d3,20,Beedrill,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,401c82b6-dc66-45c1-95bf-c90e04eae06e,27,Kabutops,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,44cb8bbd-6470-43bc-b7bf-0e485e2fc127,32,Nidoqueen,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,757a229b-efbe-47a6-9134-7665874331d8,36,Arcanine,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,85c30b97-c8bd-4f8e-aa3e-4e4712211c32,45,Growlithe,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,b6e19afb-f901-4084-821d-994008764699,51,Machoke,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,a49506b6-f14f-4c09-9f81-531943e6810b,55,Nidorina,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,bdb625f4-7fb4-4f9d-94b7-c530e09a3fec,60,Rapidash,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,fa78ec27-62db-497c-afbc-3813d7eacaa5,70,Charmander,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,9030378a-3be5-47cc-bfaa-d4785fce6f02,77,Geodude,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,c4393f85-e3e1-472d-afe5-e8d527479822,81,Mankey,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,b7c57975-7a5f-4fd2-80e2-6a36b1316cee,86,Pikachu,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,480895fe-44ba-47d5-aa91-047c41426332,90,Rhyhorn,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,d10a3f00-17b7-46a1-a105-79194934a210,94,Spearow,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,45a23f44-5e7a-424e-b4e1-16dc58112b51,99,Weedle,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,f40cdad0-2bfc-432a-9a95-f7a5262a9ccf,103,Pokémon Trader,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,8daf133c-dc58-42e8-b0f7-fc656e957c25,108,Bill,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,3ab5074a-457b-4173-a249-60922b21fca4,48,Kabuto,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,42a46dab-fbcc-4d6d-a612-28dbc5966b86,97,Voltorb,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,0c2945c5-28f7-41b8-bb86-1fd8ab38cd72,2,Articuno,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,f443a31c-1740-4dde-9319-a779dd857646,4,Dark Blastoise,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,fd852708-bb5d-4a35-8c1a-10756ed4747d,1,Alakazam,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,03151ac4-c239-438b-808e-c723454f2c4c,5,Dark Dragonite,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,bc9e4ac9-227c-4a4c-99d2-1ad83f8497e3,6,Dark Persian,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,be7b6873-636a-4d95-8507-7edca2659aea,11,Gengar,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,f158d8bc-69bf-4f26-ac34-c14c0acc3ad7,15,Machamp,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,f508366b-c319-42d8-b8e4-992578689dd8,21,Butterfree,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,fbf70f66-ef68-4b4c-95a4-fafe2da79520,8,Dark Slowbro,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,49d498d4-c40c-4f57-b41c-2c2e87c13ce1,10,Flareon,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,1d5b5cce-1150-4a3f-8b24-eaa9518037d2,13,Hitmonlee,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,f5a89565-79d5-44b5-befb-779556e3a4aa,16,Muk,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,0b9638e4-b778-4039-b189-14b50d8a8c87,17,Ninetales,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,266c30a5-8630-4a0a-8407-db785ca1c848,9,Dark Vaporeon,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,b948b309-e60a-4adf-88ea-f83ef43e92ea,14,Jolteon,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,c3c44f38-1f85-4702-a1fa-89a83d1b57ca,23,Exeggutor,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,603c3b92-a5e4-4790-84c1-e055c9a9c2ed,25,Hypno,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,1af45394-3432-4bfe-b2dd-3ba8cfccabd3,29,Mewtwo,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,ee30af6c-dcb4-4e1d-870c-983e0ea208dd,18,Venusaur,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,4f5169b3-25cc-4ba0-a191-ab601bf8b1c8,19,Zapdos,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,66cf8395-e31a-4d88-a0c2-68c65d146c3a,22,Electrode,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,a04d60de-499b-40eb-a19d-6de531260a70,28,Magneton,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,3597c725-a56d-4368-a192-f95bc440b9cd,31,Nidoking,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,76961ad5-d424-4780-b584-c94c2be33431,24,Golem,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,25c55ab3-113e-4ce7-838c-472a7c8a5e7c,26,Jynx,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,c374af68-e1af-4007-aff6-d091f2ebc5ef,30,Moltres,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,b130f35e-f2c2-4859-8568-8463b32d045b,39,Dark Wartortle,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,28a087d8-0e4c-442c-8afc-a3d11db1099e,40,Dewgong,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,b25317ea-137a-4c49-a32d-c05a4cc2d0aa,33,Pidgeot,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,e2f9b364-e3bc-42cb-a9a1-98807542d078,34,Pidgeotto,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,fb7cc367-d6d6-470e-9905-2bf94ce62843,37,Charmeleon,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,1479f1da-2ce3-44cd-a4cd-b52bcb304063,44,Graveler,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,d62d5960-46bd-460d-8209-36f5701bfd97,47,Ivysaur,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,84dd4ec9-5359-4675-8cda-2f23cca90345,35,Rhydon,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,ebcb5409-64e2-4e0a-94c2-cf527a879fbb,38,Dark Dragonair,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,0a762df6-2824-4718-86c8-d012a4f0a95f,54,Metapod,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,c6db0599-3740-490e-a623-24f142b4b354,57,Omanyte,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,c531eb5d-6fb9-4341-9c9c-4880d112b476,41,Dodrio,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,e8e4d7b4-bee7-4578-b38e-0ab9729574bb,42,Fearow,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,de739bbb-6c09-4342-8cdf-6ecbdebc5fc8,43,Golduck,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,2a616ef5-b2d2-4830-8f5f-9ce50c097a69,46,Haunter,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,89a28bea-370b-476c-bd55-0c80f79460bd,49,Kadabra,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,50376536-d181-42cc-88cf-8560f0ae047a,50,Kakuna,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,402c5518-1654-4bb4-9af3-32205d553977,53,Meowth,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,025e49af-5409-4f35-90ee-059a45b253bb,63,Seadra,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
