set_code,set_name,printed_set_abbrev,page_base,page_url,db_card_print_id,db_number,db_name,db_variant_key,db_set_code_other,db_set_name_other,bulba_number,bulba_name,bulba_lane,bulba_notes,reason
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,163072ed-2e55-467d-8c52-7c9237a883b3,64,Snorlax,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,996c03ef-a143-4cda-8707-e0ab116ab5d1,65,Tauros,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,cdba994f-b1d6-4466-9fa7-dd8077402358,52,Magikarp,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,20842e1e-8a43-40fb-9963-b69ce8c0bca5,56,Nidorino,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,694ddd74-a698-4bfe-a090-3068a45eaaaa,59,Primeape,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,7150f362-162a-4278-b833-58dc83882948,62,Sandslash,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,f3097bea-b79f-424c-b1a2-aaceb773e117,68,Bulbasaur,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,3db64a7f-0aac-48be-a9ad-770c5b3ef966,58,Omastar,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,1bca92ae-42a9-4f98-b9bf-0d15386e36d1,61,Raticate,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,876400e1-9b43-48b8-87bd-9deab25de8a8,67,Abra,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,cfc60056-2192-496a-a6e5-837a5b14e589,72,Dratini,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,5ad4b5d1-10f6-4ae7-bff4-6011c0b7a738,73,Drowzee,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,346f4ce6-93a6-47f3-b5b0-1596c3b11e86,66,Tentacruel,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,927c8de7-ead5-40c7-a33a-0e069f457bc7,69,Caterpie,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,beaf7b4d-064e-4ea1-aa18-648b0b16428e,75,Exeggcute,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,c5ba1c32-8353-425e-8e51-5807bb18bb97,78,Grimer,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,2909d888-9414-4f21-bf8e-446b2ffa6370,80,Magnemite,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,77829bbf-33a7-45a2-832e-236a6ff2d98b,71,Doduo,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,1c26708c-727c-4edc-8f3d-c088d2faa4a3,74,Eevee,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,d42692ec-2917-47fd-b342-c1ff22da2ce5,84,Onix,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,e38762ed-8940-4e2e-a04e-f824e1fec342,93,Slowpoke,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,0df1b9ed-2201-4fed-aac2-0076f269e64c,98,Vulpix,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,703adfe8-790b-43ca-b0fd-cf1baa85adf7,76,Gastly,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,f53749d1-5761-47da-ab82-ac3a58b05d3b,79,Machop,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,ced4a7c4-34a4-4665-ad22-24d6db57eae2,82,Nidoran ♀,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,2f774ddc-471b-4cac-8209-3cd9aea34857,85,Pidgey,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,78027f57-f9b4-4221-8f81-dab67fecd6e8,89,Rattata,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,7c92fb56-8a57-424e-b697-fedd39da0e73,83,Nidoran ♂,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,e030d017-f308-4dfa-a637-846b489476d9,87,Ponyta,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,81fcbe91-2161-4dfd-8368-e162a567cebb,88,Psyduck,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,4ee8eac8-58ef-4af2-bd13-63a3250e4af1,91,Sandshrew,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,013322d7-6968-4eea-a4ae-5577fed9f1e7,100,Full Heal Energy,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,c0fe9ccf-f966-43bc-bb2b-f45965261fc6,92,Seel,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,4a556654-2868-46a2-89b0-ef8b2f23ce3a,95,Squirtle,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,9de307ba-7ab5-4ee2-b71c-aeb491a5388d,96,Tentacool,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,edf32d07-d0fe-4bad-b703-808d3d1dea26,102,Pokémon Breeder,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,a728ca4e-bf88-4513-a501-8c77138a217a,106,Challenge!,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,6d3db086-2e01-4f46-acdf-1eab00b969be,101,Potion Energy,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,682775c6-a712-4c8a-9853-b4bcd7a650b4,104,Scoop Up,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,aefbf74c-f8ca-4ba5-89ce-c336eaa00c72,107,Energy Retrieval,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,f7ac12c2-cda3-48bf-b5e7-d67b38fade34,105,The Boss's Way,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,2272b1dc-f416-4cac-8fc6-bd3691adb1ca,109,Mysterious Fossil,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
base6,Legendary Collection,LC,Legendary Collection,https://bulbapedia.bulbagarden.net/wiki/Legendary_Collection_%28TCG%29,8b17e5a8-d808-428e-8109-749c95707689,110,Potion,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,1c88e69a-1b86-4677-bf93-b977e24e42a2,7,Dark Venusaur,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,3f63983b-4a5a-41d2-a510-bfd327d62778,8,Rocket’s Mewtwo,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,c9975f91-2815-44f7-b2c8-d7652edaf321,9,Rocket’s Hitmonchan,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,6b07130e-6ce9-468e-828b-3df34f7be2d4,1,Electabuzz,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,2ff0f40b-493e-4a81-ae00-668e621c8b57,2,Hitmonchan,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,bdfa57ee-93dd-4ff2-88d0-4f90e217d0ec,3,Professor Elm,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,4e0665d4-2a6a-4602-8799-db55cbb5f588,4,Rocket’s Scizor,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,da7a223c-b039-4fa0-99c1-c8e396f90f5f,5,Rocket’s Sneasel,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
bog,Best of game,BOG,Best of Game,https://bulbapedia.bulbagarden.net/wiki/Best_of_Game_%28TCG%29,700be8a4-8283-411f-af66-371b61e443f9,6,Dark Ivysaur,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
cel25,Celebrations,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,1fdf3e02-9156-4003-bc52-2b4d8f40ed65,24,_____'s Pikachu,cc,,,24,_____'s Pikachu,Wizards Black Star Promos,"Pokémon League (January 6, 2001)}",card_exists_on_bulbapedia_under_different_page:Wizards Black Star Promos
mep,MEP Black Star Promos,MEP,MEP Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/MEP_Black_Star_Promos_%28TCG%29,6b3a7199-081c-46cd-b331-64bf94507f29,045,Popplio,base,A3,Celestial Guardians,045,Popplio,MEP Black Star Promos,First Partner Illustration Collection Series 1},card_exists_in_db_but_under_different_set
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,ad250c6a-81d2-41f1-8032-722ada76c692,SV45,Type: Null,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,8c284832-c8e4-4d67-9e53-72a0c877cd1c,SV25,Zorua,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,d6e2cb7c-3812-4b18-b2ee-3a85f42833f0,SV16,Shuppet,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,673b612d-ef6d-4084-9620-e97459a9c00d,SV30,Beldum,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,3bfbe07d-a289-4574-a521-005e4cd7873f,SV55,Glaceon-GX,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,9a935d4c-9b74-4f86-a541-9223381d8187,SV15,Seviper,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,6f6723b8-8c00-4078-8d79-4491d2efa93a,SV2,Rowlet,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,e2ded189-d223-4bee-bcd9-11cefe7c2257,SV34,Ralts,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,4edf66e8-13bd-4942-b63e-be412d58e50f,SV4,Wimpod,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,fa32686b-bbf8-4f68-acb5-1c52dfa3d0cd,SV5,Pheromosa,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,e9ca401a-6e08-45e4-9390-c80ea2537292,SV59,Mewtwo-GX,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,4132544b-a89f-4d07-a4c0-4184f547725d,SV62,Nihilego-GX,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,cdb5eec9-7561-4b09-88cc-b9fc1c7ef0c8,SV71,Guzzlord-GX,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,0b512108-5bd7-4019-9b67-d857f4534380,SV76,Sylveon-GX,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,a7ab4804-1ceb-403b-951e-3264ed91a560,SV8,Alolan Vulpix,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,0dac388f-27b6-4754-807a-7f1d6b832436,SV82,Cynthia,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,c5a4f067-1a14-4bbf-a579-315e7c2dac38,SV85,Hiker,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,0c789fd1-e58f-4cc7-a7e1-d186406b2f94,SV89,Mt. Coronet,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,b3faf3ca-3e19-42ac-9c87-6b89688b53d0,SV81,Aether Foundation Employee,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,5e002e90-d1f6-4e60-8232-a5e59949319d,SV83,Fisherman,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,366d47b6-0aa5-4893-9f6a-4230305d8b2e,SV84,Guzma,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,c1ff7644-825e-4f35-8df0-c5a1c61a311f,SV9,Wooper,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,0e7d4cf6-eb07-47fc-9a6b-721752d06b0a,SV90,Shrine of Punishment,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,52502e0c-b6a6-4099-857c-a410ba0e27f5,SV39,Gabite,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,de49bf3a-11f1-4a9a-9de7-1e3d76560ad9,SV37,Altaria,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,970373e5-0b09-4157-8b4c-af6c61dc0615,SV1,Scyther,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,509212ee-7424-4d8f-9fe7-19b68ae8be76,SV38,Gible,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,9760caf0-3204-4dd7-b1e7-f9f75b2b4f91,SV13,Voltorb,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,8261b71a-8d54-45c8-b6e6-9ba7006edb82,SV10,Quagsire,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,50e03e12-ba8a-4735-a1f7-73e02bcc1800,SV11,Froakie,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,1fa2e226-2008-4d3e-b142-354242146e54,SV12,Frogadier,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,a975f0fb-d4d9-43fa-847f-e96e23688376,SV14,Xurkitree,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,d940dbd5-73bf-462b-8dd7-4c79511b3acc,SV17,Inkay,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,f9fc0e08-1da6-480f-b132-b11b344850ae,SV18,Malamar,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,0999bf12-d142-4dea-9cd0-42167af46b08,SV19,Poipole,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,2dbe11db-74f4-41bc-b98c-be5e8fd0a3da,SV21,Riolu,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,8b2da225-e59d-4625-b5f0-9df1ee708628,SV22,Lucario,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,ad2fc900-52df-421b-9f72-28cd7e647ebe,SV23,Rockruff,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,fc3108bc-028b-4661-a270-c490086977eb,SV20,Sudowoodo,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,427cdc99-2ab2-4ccd-9f41-8311f6a56c24,SV36,Diancie,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,c341057b-43fe-41cf-a737-bcbee760e2ce,SV44,Oranguru,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,33f9fa6d-e96d-4fe1-8393-e2f65111b215,SV46,Leafeon-GX,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,9f961f92-21a3-40ee-92cf-c72b36c044e8,SV24,Buzzwole,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,a2a6a033-17fc-46fd-822f-7a4f6d7ef8c9,SV26,Guzzlord,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,fa6dd166-4601-4582-9060-f75cbbe74cd9,SV27,Magnemite,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,bf5a0cb2-231b-4399-b454-2a715fc3c6a6,SV28,Magneton,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,eec4734d-8765-4d49-89a2-20b5ef0ed46a,SV29,Magnezone,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,6833a065-879b-45d3-a180-0f86198dcd4b,SV3,Dartrix,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,f866e6b7-6dc7-4ffd-8b44-3a0a719c3082,SV31,Metang,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
sma,Yellow A Alternate,HIF,Hidden Fates,https://bulbapedia.bulbagarden.net/wiki/Hidden_Fates_%28TCG%29,283f22a5-6238-43d3-a2f8-7d77ae866e67,SV32,Celesteela,,,,,,,,multiple_db_sets_map_to_same_bulbapedia_page_lane
