set_code,set_name,printed_set_abbrev,page_base,page_url,db_card_print_id,db_number,db_name,db_variant_key,bulba_number,bulba_name,bulba_lane,bulba_notes,reason
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c6b52be0-bf5c-4b5d-8449-96d2ab2498d0,SWSH021,Polteageist V,,SWSH021,Polteageist,SWSH Black Star Promos,Polteageist V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b64f4545-b536-490e-8fe3-53dbc228418f,SWSH028,Duraludon,,SWSH028,Duraludon [GameStop logo],SWSH Black Star Promos,GameStop gift with purchase (USA),same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b64f4545-b536-490e-8fe3-53dbc228418f,SWSH028,Duraludon,,SWSH028,Duraludon [EB Games logo],SWSH Black Star Promos,EB Games gift with purchase (Australia),same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b64f4545-b536-490e-8fe3-53dbc228418f,SWSH028,Duraludon,,SWSH028,Duraludon [EB Games Canada logo],SWSH Black Star Promos,EB Games gift with purchase (Canada)},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,8817186d-0a83-416e-8645-fdc2a9e14722,SWSH030,Copperajah V,,SWSH030,Copperajah,SWSH Black Star Promos,/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,8817186d-0a83-416e-8645-fdc2a9e14722,SWSH030,Copperajah V,,SWSH030,Copperajah,SWSH Black Star Promos,Copperajah V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,fe3295a6-b585-41a4-bd4d-8716ad55e35a,SWSH039,Pikachu,,SWSH039,Pikachu [25th Anniversary],SWSH Black Star Promos,General Mills 25th Anniversary Mini Packs},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f6f06610-2a6d-4069-be29-a2c182db8718,SWSH040,Hatenna,,SWSH040,Hatenna [25th Anniversary],SWSH Black Star Promos,General Mills 25th Anniversary Mini Packs},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4e6775b1-a984-49e1-85b1-71c0537150ed,SWSH043,Galarian Sirfetch'd V,,SWSH043,Galarian Sirfetch'd,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4e6775b1-a984-49e1-85b1-71c0537150ed,SWSH043,Galarian Sirfetch'd V,,SWSH043,Galarian Sirfetch'd,SWSH Black Star Promos,Galarian Sirfetch'd V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b19d5005-3a4a-484b-b200-e9074528b339,SWSH044,Eternatus V,,SWSH044,Eternatus,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f16e638d-7811-4f14-a013-d6d5fe8e8df8,SWSH049,Dubwool V,,SWSH049,Dubwool,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f16e638d-7811-4f14-a013-d6d5fe8e8df8,SWSH049,Dubwool V,,SWSH049,Dubwool,SWSH Black Star Promos,Champion's Path Collection—Dubwool V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,6cbef6f5-b08c-4254-a280-0730baa9963a,SWSH050,Charizard V,,SWSH050,Charizard,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,41e4c769-2478-4a2c-9b03-8c5b8231a886,SWSH055,Hatterene V,,SWSH055,Hatterene,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,41e4c769-2478-4a2c-9b03-8c5b8231a886,SWSH055,Hatterene V,,SWSH055,Hatterene,SWSH Black Star Promos,Champion's Path Collection—Hatterene V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c0b49672-38df-4cff-8f23-bda10d8835c4,SWSH056,Morpeko V,,SWSH056,Morpeko,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,12852c70-64b8-42a7-aa54-3472f7b0704b,SWSH057,Grimmsnarl V,,SWSH057,Grimmsnarl,SWSH Black Star Promos,Champion's Path Premium Collection—Marnie,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,12852c70-64b8-42a7-aa54-3472f7b0704b,SWSH057,Grimmsnarl V,,SWSH057,Grimmsnarl,SWSH Black Star Promos,Champion's Path Premium Collection—Marnie},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c7135f84-fc41-4a37-9993-512777c605c3,SWSH061,Pikachu V,,SWSH061,Pikachu,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c7135f84-fc41-4a37-9993-512777c605c3,SWSH061,Pikachu V,,SWSH061,Pikachu,SWSH Black Star Promos,Shining Fates Collection—Pikachu V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,e3d7282b-1cc4-4116-9761-ae92a150e66c,SWSH063,Pikachu V,,SWSH063,Pikachu,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,bd2614a8-cb89-4863-ba9e-d02369874501,SWSH064,Eternatus V,,SWSH064,Eternatus,SWSH Black Star Promos,V Powers Tins},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,63cd75f3-8f5f-4958-ada7-026aa61ac338,SWSH065,Eevee V,,SWSH065,Eevee,SWSH Black Star Promos,V Powers Tins/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,63cd75f3-8f5f-4958-ada7-026aa61ac338,SWSH065,Eevee V,,SWSH065,Eevee [Eevee Deck stamp],SWSH Black Star Promos,Battle Academy 2022 [Eevee Deck stamp]},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,5650ee9d-e5db-4ae5-96fc-e92f6b5c8e53,SWSH076,Zacian V,,SWSH076,Zacian,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,5650ee9d-e5db-4ae5-96fc-e92f6b5c8e53,SWSH076,Zacian V,,SWSH076,Zacian,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,121f8ba5-4c5c-4a80-8e45-f1e952a9471e,SWSH077,Zamazenta V,,SWSH077,Zamazenta,SWSH Black Star Promos,Sword & Shield Ultra-Premium Collection—Zacian & Zamazenta,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,121f8ba5-4c5c-4a80-8e45-f1e952a9471e,SWSH077,Zamazenta V,,SWSH077,Zamazenta,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c8867b18-cb2a-42ff-a243-a8ba02a5ce83,SWSH078,Orbeetle V,,SWSH078,Orbeetle,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c8867b18-cb2a-42ff-a243-a8ba02a5ce83,SWSH078,Orbeetle V,,SWSH078,Orbeetle,SWSH Black Star Promos,Orbeetle V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,48e47805-d17e-4e5a-a8c7-fdefcfaf61cf,SWSH083,Alakazam V,,SWSH083,Alakazam,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,48e47805-d17e-4e5a-a8c7-fdefcfaf61cf,SWSH083,Alakazam V,,SWSH083,Alakazam,SWSH Black Star Promos,Alakazam V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,9c3d76ad-998c-42ad-b1a8-1f3d788f62c0,SWSH084,Eldegoss V,,SWSH084,Eldegoss,SWSH Black Star Promos,/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,9c3d76ad-998c-42ad-b1a8-1f3d788f62c0,SWSH084,Eldegoss V,,SWSH084,Eldegoss,SWSH Black Star Promos,Shining Fates Collection—Shiny Eldegoss V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,a4f2abe2-a271-4173-aa75-689173f5c52d,SWSH085,Boltund V,,SWSH085,Boltund,SWSH Black Star Promos,/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,a4f2abe2-a271-4173-aa75-689173f5c52d,SWSH085,Boltund V,,SWSH085,Boltund,SWSH Black Star Promos,Shining Fates Collection—Shiny Boltund V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c3c67ef4-dfc0-4556-8d33-552d2299c82c,SWSH086,Cramorant V,,SWSH086,Cramorant,SWSH Black Star Promos,/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c3c67ef4-dfc0-4556-8d33-552d2299c82c,SWSH086,Cramorant V,,SWSH086,Cramorant,SWSH Black Star Promos,Shining Fates Collection—Shiny Cramorant V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,93845cc2-6163-48b5-889b-93acef752a53,SWSH096,Dragapult V,,SWSH096,Dragapult,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,3cdf6ae4-5122-495f-bfb2-e4764060ff9f,SWSH098,Crobat V,,SWSH098,Crobat,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f78dc458-bd34-4942-885d-fe7560eea682,SWSH100,Venusaur V,,SWSH100,Venusaur,SWSH Black Star Promos,V Battle Deck—Venusaur vs. Blastoise},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,5fd5a3f8-29b0-4388-88cf-262d5e652f89,SWSH101,Blastoise V,,SWSH101,Blastoise,SWSH Black Star Promos,V Battle Deck—Venusaur vs. Blastoise},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,577b33d5-4222-438e-8b82-48b90ececa91,SWSH104,Victini V,,SWSH104,Victini,SWSH Black Star Promos,V Battle Deck—Victini vs. Gardevoir},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,0b449271-2245-4e27-8bda-ef5a2f9ab958,SWSH105,Gardevoir V,,SWSH105,Gardevoir,SWSH Black Star Promos,V Battle Deck—Victini vs. Gardevoir},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b2f76468-e353-4cb4-a80e-371d776767e0,SWSH106,Single Strike Urshifu V,,SWSH106,Single Strike Urshifu,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b2f76468-e353-4cb4-a80e-371d776767e0,SWSH106,Single Strike Urshifu V,,SWSH106,Single Strike Urshifu,SWSH Black Star Promos,Single Strike Urshifu V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,0def706a-766d-475f-bb74-cd7ec7bb2706,SWSH107,Rapid Strike Urshifu V,,SWSH107,Rapid Strike Urshifu,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,0def706a-766d-475f-bb74-cd7ec7bb2706,SWSH107,Rapid Strike Urshifu V,,SWSH107,Rapid Strike Urshifu,SWSH Black Star Promos,Rapid Strike Urshifu V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,61337238-6728-4c1e-a801-435198d3c088,SWSH108,Empoleon V,,SWSH108,Empoleon,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,e7a13ae4-f2a0-4e1a-b7b2-38a75fa521ac,SWSH109,Tyranitar V,,SWSH109,Tyranitar,SWSH Black Star Promos,V Strikers Tins},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4430c4a3-aced-4530-af88-691857de4b66,SWSH110,Crobat V,,SWSH110,Crobat,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,a0ad6076-e7e6-4fb5-9298-ac8cbee79b37,SWSH111,Galarian Rapidash V,,SWSH111,Galarian Rapidash,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,a0ad6076-e7e6-4fb5-9298-ac8cbee79b37,SWSH111,Galarian Rapidash V,,SWSH111,Galarian Rapidash,SWSH Black Star Promos,Galarian Rapidash V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,219ddd3d-1e3f-4b2d-9c6d-55e75d75920c,SWSH130,Ice Rider Calyrex V,,SWSH130,Ice Rider Calyrex,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,219ddd3d-1e3f-4b2d-9c6d-55e75d75920c,SWSH130,Ice Rider Calyrex V,,SWSH130,Ice Rider Calyrex,SWSH Black Star Promos,Ice Rider Calyrex V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,095b19e3-bd96-4679-aed6-998cbed97b3d,SWSH131,Shadow Rider Calyrex V,,SWSH131,Shadow Rider Calyrex,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,095b19e3-bd96-4679-aed6-998cbed97b3d,SWSH131,Shadow Rider Calyrex V,,SWSH131,Shadow Rider Calyrex,SWSH Black Star Promos,Shadow Rider Calyrex V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4b3bdcd7-66f3-4b4d-801b-e6effd451740,SWSH133,Lance's Charizard V,,SWSH133,Lance's Charizard,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4b3bdcd7-66f3-4b4d-801b-e6effd451740,SWSH133,Lance's Charizard V,,SWSH133,Lance's Charizard,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4b3bdcd7-66f3-4b4d-801b-e6effd451740,SWSH133,Lance's Charizard V,,SWSH133,Lance's Charizard,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f0bab754-b1fc-4550-8833-cd28b79e7daf,SWSH134,Dark Sylveon V,,SWSH134,Dark Sylveon,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f0bab754-b1fc-4550-8833-cd28b79e7daf,SWSH134,Dark Sylveon V,,SWSH134,Dark Sylveon,SWSH Black Star Promos,Celebrations Collection—V Memories,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f0bab754-b1fc-4550-8833-cd28b79e7daf,SWSH134,Dark Sylveon V,,SWSH134,Dark Sylveon,SWSH Black Star Promos,Celebrations Tins},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,923cac35-0e02-4c82-82f2-a981a3b7380c,SWSH138,Hydreigon C,,SWSH138,Hydreigon,SWSH Black Star Promos,Celebrations Collector Chest},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4875eaf8-185c-4d11-8e67-38f4f98b199f,SWSH143,Pikachu V,,SWSH143,Pikachu,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b398c310-2d7d-4efc-ab29-1a49a3260dba,SWSH145,Pikachu V,,SWSH145,Pikachu,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,0dfd1320-c20b-4e66-9d26-0e64d0d6b806,SWSH147,Rayquaza V,,SWSH147,Rayquaza,SWSH Black Star Promos,V Battle Deck—Rayquaza vs. Noivern},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,123a5f09-4f98-4290-b4b2-9deb7f7d4e4f,SWSH148,Noivern V,,SWSH148,Noivern,SWSH Black Star Promos,V Battle Deck—Rayquaza vs. Noivern},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,a5cc63c1-f25e-40c5-9031-9e4957c3d8c0,SWSH149,Flareon V,,SWSH149,Flareon,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,a5cc63c1-f25e-40c5-9031-9e4957c3d8c0,SWSH149,Flareon V,,SWSH149,Flareon,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f9917dc5-5cb2-4f0e-b08c-70ec41dff4d7,SWSH150,Vaporeon V,,SWSH150,Vaporeon,SWSH Black Star Promos,Eevee Evolutions Tins,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f9917dc5-5cb2-4f0e-b08c-70ec41dff4d7,SWSH150,Vaporeon V,,SWSH150,Vaporeon,SWSH Black Star Promos,Eevee Evolutions Premium Collection},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,8c1adcce-0d3c-460f-8887-9bd7b91846fb,SWSH151,Jolteon V,,SWSH151,Jolteon,SWSH Black Star Promos,Eevee Evolutions Tins,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,8c1adcce-0d3c-460f-8887-9bd7b91846fb,SWSH151,Jolteon V,,SWSH151,Jolteon,SWSH Black Star Promos,Eevee Evolutions Premium Collection},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,a5031463-10c5-4854-a98a-61d129f98b35,SWSH152,Professor's Research,,SWSH152,Professor's Research [Professor Juniper],SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,2402a867-01a6-44b8-aa3c-8f0d9ca1b26a,SWSH154,Dragonite V,,SWSH154,Dragonite,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,e84bba1a-1d8f-4a14-bb65-12c2ebfa04b5,SWSH167,Professor Burnet,,SWSH167,Professor Burnet [25th Anniversary],SWSH Black Star Promos,Pikachu V-UNION Collections,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,e84bba1a-1d8f-4a14-bb65-12c2ebfa04b5,SWSH167,Professor Burnet,,SWSH167,Professor Burnet [Professor Program],SWSH Black Star Promos,Professor Program promo},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,89b4e438-b2fb-4fc5-a70d-f7784f72b7fa,SWSH176,Hoopa V,,SWSH176,Hoopa,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,89b4e438-b2fb-4fc5-a70d-f7784f72b7fa,SWSH176,Hoopa V,,SWSH176,Hoopa,SWSH Black Star Promos,Hoopa V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,176e4e24-a575-468f-893c-76fc350c2f55,SWSH178,Professor's Research,,SWSH178,Professor's Research [Professor Willow],SWSH Black Star Promos,Pokémon GO 5th anniversary and Pokémon TCG 25th anniversary,same_set_same_number_different_name
