set_code,set_name,printed_set_abbrev,page_base,page_url,db_card_print_id,db_number,db_name,db_variant_key,bulba_number,bulba_name,bulba_lane,bulba_notes,reason
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,176e4e24-a575-468f-893c-76fc350c2f55,SWSH178,Professor's Research,,SWSH178,Professor's Research [Professor Willow] [Line Holo],SWSH Black Star Promos,Pokémon GO V Battle Deck—Mewtwo vs. Melmetal},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,6da56cf6-8a6d-4d17-8317-18539c5065cd,SWSH179,Flareon V,,SWSH179,Flareon,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f341de99-d3a1-4298-a99e-8377b5bc8a53,SWSH181,Vaporeon V,,SWSH181,Vaporeon,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,09aa57ea-96b6-4803-b242-ce9bfd734057,SWSH183,Jolteon V,,SWSH183,Jolteon,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,67eb0780-1c83-47b4-96df-87d734408400,SWSH193,Galarian Obstagoon,,SWSH193,Galarian Obstagoon [Eevee Deck symbol],SWSH Black Star Promos,Battle Academy 2022,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,5212e790-d621-4f05-ad3e-a15175d56d2b,SWSH194,Leafeon V,,SWSH194,Leafeon,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,5212e790-d621-4f05-ad3e-a15175d56d2b,SWSH194,Leafeon V,,SWSH194,Leafeon,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,76e86908-9a67-4613-bcc3-b7b27e7bb336,SWSH196,Glaceon V,,SWSH196,Glaceon,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,76e86908-9a67-4613-bcc3-b7b27e7bb336,SWSH196,Glaceon V,,SWSH196,Glaceon,SWSH Black Star Promos,Eevee Evolutions Premium Collection},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,bae63d3d-00d4-430f-b603-84382f3c1477,SWSH198,Pikachu V,,SWSH198,Pikachu,SWSH Black Star Promos,/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,bae63d3d-00d4-430f-b603-84382f3c1477,SWSH198,Pikachu V,,SWSH198,Pikachu,SWSH Black Star Promos,Pikachu V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,8f51f4cc-c5e6-4b3d-9f79-514de997dd2b,SWSH199,Lycanroc V,,SWSH199,Lycanroc,SWSH Black Star Promos,V Battle Deck—Lycanroc vs. Corviknight},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,3169dd09-d3c3-4eb7-b1d7-5120e85bb447,SWSH200,Corviknight V,,SWSH200,Corviknight,SWSH Black Star Promos,V Battle Deck—Lycanroc vs. Corviknight },same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,03961759-1a40-4773-a5a4-9155bba7771c,SWSH201,Espeon V,,SWSH201,Espeon,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,03961759-1a40-4773-a5a4-9155bba7771c,SWSH201,Espeon V,,SWSH201,Espeon,SWSH Black Star Promos,Eevee Evolutions Premium Collection},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f91f4f4b-110a-47b2-aa5c-c5f95f443f67,SWSH202,Sylveon V,,SWSH202,Sylveon,SWSH Black Star Promos,V Heroes Tins,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,f91f4f4b-110a-47b2-aa5c-c5f95f443f67,SWSH202,Sylveon V,,SWSH202,Sylveon,SWSH Black Star Promos,Eevee Evolutions Premium Collection},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,8b4be3cd-1d5f-4fbd-b5cf-011c91e073b0,SWSH203,Umbreon V,,SWSH203,Umbreon,SWSH Black Star Promos,V Heroes Tins,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,8b4be3cd-1d5f-4fbd-b5cf-011c91e073b0,SWSH203,Umbreon V,,SWSH203,Umbreon,SWSH Black Star Promos,Eevee Evolutions Premium Collection},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b976978e-8311-451a-98ea-8faa292241e9,SWSH204,Arceus V,,SWSH204,Arceus,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,ee7acc57-4820-409b-a698-02d42466fccd,SWSH213,Lucario V,,SWSH213,Lucario,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,736ed13a-b247-4b80-a773-b6a429a15871,SWSH219,Boltund V,,SWSH219,Boltund,SWSH Black Star Promos,/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,736ed13a-b247-4b80-a773-b6a429a15871,SWSH219,Boltund V,,SWSH219,Boltund,SWSH Black Star Promos,Boltund V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b879a122-a742-4ce7-9526-0c7a7950e559,SWSH220,Rowlet,,SWSH220,Rowlet [Mirror Holofoil],SWSH Black Star Promos,/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b879a122-a742-4ce7-9526-0c7a7950e559,SWSH220,Rowlet,,SWSH220,Rowlet [Cosmos Holofoil],SWSH Black Star Promos,[2023 Rerelease]},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4d1f2fe4-34ff-4f81-b72e-720a7901ee6a,SWSH221,Cyndaquil,,SWSH221,Cyndaquil [Mirror Holofoil],SWSH Black Star Promos,Collector Bundle / Spring 2022 Collector Chest,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4d1f2fe4-34ff-4f81-b72e-720a7901ee6a,SWSH221,Cyndaquil,,SWSH221,Cyndaquil [Cosmos Holofoil],SWSH Black Star Promos,Spring 2022 Collector Chest [2023 Rerelease]},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,1a67aa5a-9f6b-4202-b590-e0a5b5aea227,SWSH222,Oshawott,,SWSH222,Oshawott [Mirror Holofoil],SWSH Black Star Promos,Spring 2022 Collector Bundle / Spring 2022 Collector Chest,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,1a67aa5a-9f6b-4202-b590-e0a5b5aea227,SWSH222,Oshawott,,SWSH222,Oshawott [Cosmos Holofoil],SWSH Black Star Promos,Spring 2022 Collector Chest [2023 Rerelease]},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,bd3aa06d-f33b-4f3d-ae95-c411dc0fdf08,SWSH223,Mewtwo V,,SWSH223,Mewtwo,SWSH Black Star Promos,Pokémon GO V Battle Deck—Mewtwo vs. Melmetal},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,8767032e-e73e-49de-b4e3-5eb87111efa8,SWSH224,Melmetal V,,SWSH224,Melmetal,SWSH Black Star Promos,Pokémon GO V Battle Deck—Mewtwo vs. Melmetal},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,741ebd8c-c10d-4f90-928d-92a6b63b4a4c,SWSH225,Alolan Exeggutor V,,SWSH225,Alolan Exeggutor,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,741ebd8c-c10d-4f90-928d-92a6b63b4a4c,SWSH225,Alolan Exeggutor V,,SWSH225,Alolan Exeggutor,SWSH Black Star Promos,Pokémon GO Collection—Alolan Exeggutor V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,db1e89c9-4f50-4558-a530-c43e4ae50547,SWSH228,Candela,,SWSH228,Blanche,SWSH Black Star Promos,Pokémon GO Special Collection: Team Valor (Portuguese only)},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,eff03b95-2d61-431e-9d6b-01d5c44e389b,SWSH229,Mewtwo V,,SWSH229,Mewtwo,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,e5b6272f-a49f-4222-aa0c-9233f452b1bb,SWSH235,Dragonite V,,SWSH235,Dragonite,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,55ae8423-605d-49bc-b0fa-5a900cf59e2b,SWSH237,Hisuian Typhlosion V,,SWSH237,Hisuian Typhlosion,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,d8410bf9-57aa-4a07-9cc9-18a0b3a5376e,SWSH238,Hisuian Decidueye V,,SWSH238,Hisuian Decidueye,SWSH Black Star Promos,Divergent Powers Tins},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,9fa07bda-03fa-4763-a629-0d40ece13128,SWSH239,Hisuian Samurott V,,SWSH239,Hisuian Samurott,SWSH Black Star Promos,Divergent Powers Tins},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,d2283c98-e364-4ffe-8351-67401d390a2b,SWSH248,Kleavor V,,SWSH248,Kleavor,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,237dc21e-fa88-4cbb-85c6-105533645d5d,SWSH250,Lumineon V,,SWSH250,Lumineon,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,bed4f2cd-cfba-4882-9074-8713a276e04e,SWSH251,Boss's Orders,,SWSH251,Boss's Orders [Cyrus],SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4d842df6-4575-42c8-98f5-2ecec9bac4c4,SWSH252,Infernape V,,SWSH252,Infernape,SWSH Black Star Promos,/,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,4d842df6-4575-42c8-98f5-2ecec9bac4c4,SWSH252,Infernape V,,SWSH252,Infernape,SWSH Black Star Promos,Infernape V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,dd28be6b-1f9d-493d-ade4-9d66354e2905,SWSH253,Origin Forme Palkia V,,SWSH253,Origin Forme Palkia,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,fb38d593-b2dd-439f-9d64-d8c340a4d7e5,SWSH255,Origin Forme Dialga V,,SWSH255,Origin Forme Dialga,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,2cb5deb5-2313-461c-b978-b331c912db1f,SWSH257,Rotom V,,SWSH257,Rotom,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,90ed8a3e-90b9-44cc-9d5f-a0d85ee7c159,SWSH258,Gallade V,,SWSH258,Gallade,SWSH Black Star Promos,Hidden Potential Tins},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b4fc0685-e8fc-4f7d-96b2-c928d6e760c2,SWSH259,Giratina V,,SWSH259,Giratina,SWSH Black Star Promos,Hidden Potential Tins},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,5e79537f-9f64-411d-89aa-344e90354fb6,SWSH260,Charizard V,,SWSH260,Charizard,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,7242810d-3a60-4492-88d7-79838a06478d,SWSH263,Zeraora V,,SWSH263,Zeraora,SWSH Black Star Promos,V Battle Deck—Zeraora vs. Deoxys,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,7242810d-3a60-4492-88d7-79838a06478d,SWSH263,Zeraora V,,SWSH263,Zeraora,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,27c127c5-30b3-43bc-a661-27866d9f63f9,SWSH266,Deoxys V,,SWSH266,Deoxys,SWSH Black Star Promos,V Battle Deck—Zeraora vs. Deoxys,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,27c127c5-30b3-43bc-a661-27866d9f63f9,SWSH266,Deoxys V,,SWSH266,Deoxys,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b781a4a3-5bb5-4f86-9e1e-049b4a02486e,SWSH280,Regieleki V,,SWSH280,Regieleki,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b781a4a3-5bb5-4f86-9e1e-049b4a02486e,SWSH280,Regieleki V,,SWSH280,Regieleki,SWSH Black Star Promos,Crown Zenith Collection—Regieleki V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b34c572b-59d1-40e6-b4b3-c56ac614e4cd,SWSH281,Regidrago V,,SWSH281,Regidrago,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b34c572b-59d1-40e6-b4b3-c56ac614e4cd,SWSH281,Regidrago V,,SWSH281,Regidrago,SWSH Black Star Promos,Crown Zenith Collection—Regidrago V},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,30b9ea49-d707-42a9-ad9f-60e8569ff21b,SWSH285,Pikachu V,,SWSH285,Pikachu,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,30b9ea49-d707-42a9-ad9f-60e8569ff21b,SWSH285,Pikachu V,,SWSH285,Pikachu,SWSH Black Star Promos,},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,72a74070-17f5-47be-b914-b0b483c8f69b,SWSH292,Zacian V,,SWSH292,Zacian,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,72a74070-17f5-47be-b914-b0b483c8f69b,SWSH292,Zacian V,,SWSH292,Zacian,SWSH Black Star Promos,Crown Zenith Shiny Zacian Special Collection (Portuguese only)},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,60b73550-1dc0-47de-aab6-f591a506c393,SWSH293,Zamazenta V,,SWSH293,Zamazenta,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,60b73550-1dc0-47de-aab6-f591a506c393,SWSH293,Zamazenta V,,SWSH293,Zamazenta,SWSH Black Star Promos,Crown Zenith Shiny Zamazenta Special Collection (Portuguese only)},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,fb978727-106c-4edf-81ed-cd6a60885995,SWSH294,Hisuian Electrode V,,SWSH294,Hisuian Electrode,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,fb978727-106c-4edf-81ed-cd6a60885995,SWSH294,Hisuian Electrode V,,SWSH294,Hisuian Electrode,SWSH Black Star Promos,Hisuian Electrode V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c86ea465-e687-494b-b893-4feb04e6da5e,SWSH295,Virizion V,,SWSH295,Virizion,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,c86ea465-e687-494b-b893-4feb04e6da5e,SWSH295,Virizion V,,SWSH295,Virizion,SWSH Black Star Promos,Virizion V Box},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,ff34a834-ff47-4c0a-bd8c-8163a9f24ecf,SWSH296,Champions Festival,,SWSH296,Champions Festival [Top Thirty-Two],SWSH Black Star Promos,2022 World Championships},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,ff34a834-ff47-4c0a-bd8c-8163a9f24ecf,SWSH296,Champions Festival,,SWSH296,Champions Festival [Top Sixteen],SWSH Black Star Promos,2022 World Championships},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,ff34a834-ff47-4c0a-bd8c-8163a9f24ecf,SWSH296,Champions Festival,,SWSH296,Champions Festival [Quarter Finalist],SWSH Black Star Promos,2022 World Championships},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,ff34a834-ff47-4c0a-bd8c-8163a9f24ecf,SWSH296,Champions Festival,,SWSH296,Champions Festival [Semi-Finalist],SWSH Black Star Promos,2022 World Championships},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,ff34a834-ff47-4c0a-bd8c-8163a9f24ecf,SWSH296,Champions Festival,,SWSH296,Champions Festival [Finalist],SWSH Black Star Promos,2022 World Championships},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,ff34a834-ff47-4c0a-bd8c-8163a9f24ecf,SWSH296,Champions Festival,,SWSH296,Champions Festival [Champion],SWSH Black Star Promos,2022 World Championships},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b35492e0-cbc1-4b86-a781-27a0952fbf24,SWSH297,Hisuian Zoroark V,,SWSH297,Hisuian Zoroark,SWSH Black Star Promos,,same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,b35492e0-cbc1-4b86-a781-27a0952fbf24,SWSH297,Hisuian Zoroark V,,SWSH297,Hisuian Zoroark,SWSH Black Star Promos,Hisuian Zoroark VSTAR Premium Collection},same_set_same_number_different_name
swshp,SWSH Black Star Promos,PR-SW,SWSH Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/SWSH_Black_Star_Promos_%28TCG%29,5bd193df-3c77-4323-a78b-361d7df6b61f,SWSH306,Arceus V,,SWSH306,Arceus,SWSH Black Star Promos,},same_set_same_number_different_name
xyp,XY Black Star Promos,PR-XY,XY Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/XY_Black_Star_Promos_%28TCG%29,f33f97f7-31f6-4de3-8888-41aa4f61acb4,XY27,Champions Festival,,XY27,Champions Festival [Top Thirty-Two],XY Black Star Promos,2014 World Championships},same_set_same_number_different_name
xyp,XY Black Star Promos,PR-XY,XY Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/XY_Black_Star_Promos_%28TCG%29,f33f97f7-31f6-4de3-8888-41aa4f61acb4,XY27,Champions Festival,,XY27,Champions Festival [Top Sixteen],XY Black Star Promos,2014 World Championships},same_set_same_number_different_name
xyp,XY Black Star Promos,PR-XY,XY Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/XY_Black_Star_Promos_%28TCG%29,f33f97f7-31f6-4de3-8888-41aa4f61acb4,XY27,Champions Festival,,XY27,Champions Festival [Quarter Finalist],XY Black Star Promos,2014 World Championships},same_set_same_number_different_name
xyp,XY Black Star Promos,PR-XY,XY Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/XY_Black_Star_Promos_%28TCG%29,f33f97f7-31f6-4de3-8888-41aa4f61acb4,XY27,Champions Festival,,XY27,Champions Festival [Semi-Finalist],XY Black Star Promos,2014 World Championships},same_set_same_number_different_name
xyp,XY Black Star Promos,PR-XY,XY Black Star Promos,https://bulbapedia.bulbagarden.net/wiki/XY_Black_Star_Promos_%28TCG%29,f33f97f7-31f6-4de3-8888-41aa4f61acb4,XY27,Champions Festival,,XY27,Champions Festival [Finalist],XY Black Star Promos,2014 World Championships},same_set_same_number_different_name
