set_code,set_name,printed_set_abbrev,db_card_print_id,db_number,db_name,db_variant_key,classification,reason
tk-ex-p,EX trainer Kit 2 (Plusle),TK,fa1de84b-032a-4e8e-9486-8132d6bb7e81,6,Plusle,,not_listed_on_bulbapedia_index,no_index_match
tk-ex-p,EX trainer Kit 2 (Plusle),TK,73b964db-dbf1-4aed-99e4-4abb464f1aeb,7,Spoink,,not_listed_on_bulbapedia_index,no_index_match
tk-ex-p,EX trainer Kit 2 (Plusle),TK,16e898a3-aa41-4a09-8f6d-acb1e6bb8a26,8,Energy Search,,not_listed_on_bulbapedia_index,no_index_match
tk-ex-p,EX trainer Kit 2 (Plusle),TK,e6548034-c6e5-4bea-bc15-3129e62e1bc8,9,Potion,,not_listed_on_bulbapedia_index,no_index_match
tk-ex-p,EX trainer Kit 2 (Plusle),TK,7cb703d9-1469-4256-8e64-fc0e00211f27,11,Lightning Energy,,not_listed_on_bulbapedia_index,no_index_match
tk-hs-g,HS trainer Kit (Gyarados),TK,4f84807d-66ca-47e2-bc79-7d7b48c479db,20,Gyarados,,not_listed_on_bulbapedia_index,no_index_match
tk-hs-r,HS trainer Kit (Raichu),TK,65a2bbd6-b396-441a-a79f-f310a86a582f,19,Raichu,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,ccec06ff-413d-4865-9641-c21a41bcab9f,1,Caterpie,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,9e1f037b-8933-4505-8d61-0498764b612d,4,Trumbeak,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,5942525d-d5c7-4b1a-809b-3943c823c9c7,5,Fighting Energy,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,ec6926de-0020-481a-be47-caa794a0369b,11,Fletchling,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,2382efa2-a300-4055-be0a-f418b3e2a2a5,21,Great Ball,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,c8e83c00-b8df-4a43-8ee9-3c331471176f,14,Rockruff,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,ac02a5e9-2e68-4f51-a66b-39a87fb1594c,19,Hau,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,82b83aad-a02f-4e4b-84c0-a8e2c01c3cc9,27,Big Malasada,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,ee64b058-1666-4cb8-bf3b-b660871c00ae,15,Pikipek,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,180e94f2-10a7-4921-a521-ef6fda3d4ec5,29,Rockruff,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,5f5f67bc-9a20-4cbf-9fa2-d020465be87a,12,Yungoos,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,69fe626f-d625-4b95-adba-7d5d8a2d8dd4,23,Hau,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,7ad2a32b-07ac-4899-a55c-36f891e312ce,13,Fletchinder,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,7b443f41-ef4c-4336-b1ed-69beeb2f31f8,16,Lycanroc,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,23eac036-7b08-4a80-82ce-f09dd84c8ac7,18,Makuhita,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,c57cda61-236d-4979-83b4-5d405b3f742a,22,Toucannon,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,6c583bc5-f7d1-417b-b73b-1223e63dab40,25,Great Ball,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-l,SM trainer Kit (Lycanroc),TK,362ce988-4601-417d-abb5-f323c35c0d82,30,Lycanroc,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,4b13bc37-9c44-4ffe-b11d-9532c99cc35f,21,Great Ball,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,8c775c7b-2fb8-4ee4-9a75-412749117ba6,23,Hau,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,6aebc308-c9e2-4c06-b9cd-6b9f1a5015db,25,Great Ball,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,27bff475-47b5-420e-a7ce-2c1fe0417790,6,Golbat,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,17569e98-e864-4355-81a1-6821800efc5d,18,Bewear,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,3d36b154-01d0-49d6-bb91-a371e630d2c1,22,Drowzee,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,7fcb8cd8-1fee-48bf-b3ce-96a48dff5c26,15,Potion,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,3846cb2f-3af1-483f-97fc-808e70b13735,16,Grubbin,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,1d8c5567-13f1-4c91-831e-c4e82942dce8,17,Alolan Raichu,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,c7f16e39-f333-4cfc-9453-d785c5d37203,20,Psychic Energy,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,25bb75eb-67db-4b35-bb37-202daadd7de5,2,Lightning Energy,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,851cbffb-aaa5-45f3-8b99-ef9f9066f59c,4,Stufful,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,c3e79934-ee57-489a-b85f-f74f0cbf2dde,11,Zubat,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,a2d77f5c-4a81-4cc8-8f10-b96814f840b8,13,Spearow,,not_listed_on_bulbapedia_index,no_index_match
tk-sm-r,SM trainer Kit (Alolan Raichu),TK,a28054ff-d62c-43a5-9c44-a4f283ee2b0e,14,Pikachu,,not_listed_on_bulbapedia_index,no_index_match
